F-At1,F-At2,F-At3,F-At4,F-At5,F-At6,F-At7,F-At8,F-At9,F-At10,F-At11,F-At12,F-At13,F-At14,F-At15,F-At16,A-Actual,Predicted,P-L8,P-L2,P-L1,P-L4,P-L6,P-L0,P-L5,P-L9,P-L7,P-L3,pred_nb,pred_3nn,pred2_nn
18.0,74.0,3.0,67.0,74.0,34.0,41.0,0.0,3.0,27.0,59.0,63.0,100.0,100.0,0.0,95.0,L8,L0,0.015,0.0,0.0,0.0,0.006,0.552,0.295,0.0,0.132,0.0,L8,L8,L8
100.0,80.0,54.0,77.0,25.0,96.0,78.0,100.0,99.0,74.0,76.0,45.0,42.0,20.0,0.0,0.0,L9,L9,0.005,0.001,0.054000000000000006,0.021,0.001,0.001,0.0,0.9159999999999999,0.001,0.001,L3,L9,L9
8.0,92.0,67.0,100.0,87.0,82.0,62.0,40.0,31.0,0.0,0.0,14.0,38.0,30.0,100.0,27.0,L7,L7,0.003,0.402,0.013999999999999999,0.0,0.001,0.0,0.022000000000000002,0.0,0.556,0.002,L8,L7,L7
0.0,66.0,25.0,100.0,48.0,70.0,43.0,23.0,26.0,0.0,21.0,33.0,60.0,46.0,100.0,61.0,L7,L5,0.040999999999999995,0.040999999999999995,0.023,0.006,0.002,0.003,0.812,0.0,0.07200000000000001,0.0,L8,L2,L2
23.0,100.0,0.0,65.0,5.0,23.0,52.0,0.0,100.0,21.0,95.0,62.0,53.0,92.0,12.0,66.0,L0,L0,0.003,0.0,0.0,0.005,0.006,0.973,0.006999999999999999,0.0,0.006,0.0,L0,L0,L0
0.0,45.0,27.0,61.0,63.0,81.0,100.0,100.0,84.0,74.0,63.0,49.0,41.0,24.0,20.0,0.0,L1,L1,0.0,0.001,0.875,0.009000000000000001,0.0,0.001,0.006999999999999999,0.001,0.002,0.105,L1,L3,L1
66.0,98.0,22.0,67.0,100.0,88.0,17.0,100.0,11.0,52.0,0.0,0.0,79.0,13.0,22.0,53.0,L8,L2,0.001,0.7609999999999999,0.005,0.0,0.059000000000000004,0.0,0.013999999999999999,0.0,0.102,0.059000000000000004,L8,L8,L8
48.0,81.0,29.0,100.0,67.0,88.0,48.0,40.0,12.0,3.0,0.0,8.0,50.0,14.0,100.0,0.0,L2,L2,0.006,0.9590000000000001,0.002,0.0,0.008,0.0,0.013999999999999999,0.0,0.011000000000000001,0.0,L2,L2,L2
52.0,95.0,100.0,100.0,70.0,91.0,26.0,77.0,26.0,55.0,64.0,43.0,43.0,14.0,0.0,0.0,L5,L6,0.004,0.077,0.006,0.01,0.452,0.0,0.0,0.322,0.049,0.079,L3,L5,L5
39.0,96.0,79.0,100.0,71.0,71.0,68.0,55.0,100.0,34.0,86.0,4.0,43.0,0.0,0.0,11.0,L3,L3,0.0,0.004,0.0,0.006999999999999999,0.006999999999999999,0.0,0.0,0.002,0.065,0.9129999999999999,L3,L3,L3
38.0,100.0,43.0,85.0,0.0,60.0,28.0,51.0,100.0,61.0,98.0,54.0,73.0,25.0,46.0,0.0,L4,L4,0.0,0.002,0.009000000000000001,0.914,0.002,0.01,0.001,0.03,0.0,0.032,L4,L4,L4
20.0,100.0,34.0,63.0,57.0,25.0,23.0,0.0,6.0,39.0,0.0,81.0,48.0,95.0,100.0,95.0,L5,L5,0.102,0.036000000000000004,0.0,0.006999999999999999,0.002,0.01,0.8390000000000001,0.0,0.004,0.0,L5,L5,L5
41.0,100.0,0.0,70.0,76.0,37.0,100.0,0.0,10.0,5.0,41.0,43.0,97.0,79.0,27.0,91.0,L8,L7,0.128,0.012,0.0,0.0,0.004,0.113,0.303,0.0,0.439,0.0,L8,L5,L8
7.0,69.0,0.0,25.0,36.0,0.0,74.0,10.0,100.0,49.0,85.0,95.0,45.0,100.0,17.0,67.0,L0,L0,0.008,0.0,0.001,0.002,0.0,0.903,0.055999999999999994,0.0,0.028999999999999998,0.0,L0,L0,L0
70.0,100.0,27.0,75.0,0.0,39.0,6.0,0.0,63.0,2.0,100.0,33.0,93.0,71.0,38.0,74.0,L0,L0,0.027000000000000003,0.0,0.0,0.004,0.235,0.715,0.004,0.0,0.013999999999999999,0.0,L8,L6,L0
0.0,97.0,2.0,58.0,19.0,21.0,65.0,0.0,100.0,29.0,98.0,67.0,66.0,100.0,16.0,93.0,L0,L0,0.003,0.0,0.0,0.002,0.003,0.972,0.006999999999999999,0.0,0.013000000000000001,0.0,L0,L0,L0
13.0,100.0,0.0,54.0,25.0,13.0,70.0,0.0,100.0,35.0,86.0,81.0,41.0,94.0,6.0,62.0,L0,L0,0.003,0.0,0.0,0.004,0.004,0.9640000000000001,0.015,0.0,0.009000000000000001,0.0,L0,L0,L0
40.0,90.0,87.0,100.0,81.0,93.0,39.0,71.0,70.0,46.0,100.0,23.0,52.0,6.0,0.0,0.0,L5,L3,0.0,0.005,0.002,0.006999999999999999,0.021,0.0,0.0,0.025,0.022000000000000002,0.917,L3,L3,L5
79.0,68.0,100.0,94.0,47.0,100.0,0.0,83.0,27.0,62.0,84.0,58.0,91.0,30.0,80.0,0.0,L9,L9,0.01,0.084,0.028999999999999998,0.035,0.002,0.0,0.0,0.8390000000000001,0.001,0.0,L8,L9,L9
25.0,57.0,20.0,21.0,62.0,0.0,100.0,22.0,95.0,68.0,61.0,100.0,14.0,99.0,0.0,57.0,L0,L0,0.022000000000000002,0.0,0.049,0.001,0.0,0.716,0.15,0.0,0.062,0.0,L0,L0,L0
36.0,81.0,69.0,90.0,100.0,100.0,80.0,80.0,60.0,60.0,41.0,40.0,20.0,19.0,0.0,0.0,L1,L1,0.0,0.031,0.649,0.001,0.001,0.0,0.001,0.008,0.109,0.201,L3,L1,L1
0.0,71.0,47.0,85.0,100.0,100.0,92.0,82.0,75.0,60.0,62.0,38.0,45.0,16.0,40.0,0.0,L1,L1,0.0,0.032,0.635,0.006,0.0,0.0,0.006,0.0,0.006999999999999999,0.313,L1,L1,L3
52.0,100.0,28.0,75.0,63.0,36.0,41.0,0.0,0.0,18.0,16.0,66.0,47.0,99.0,100.0,99.0,L5,L8,0.545,0.19,0.0,0.001,0.006999999999999999,0.001,0.245,0.0,0.01,0.0,L8,L5,L5
64.0,100.0,100.0,92.0,94.0,56.0,72.0,22.0,72.0,0.0,91.0,31.0,52.0,59.0,0.0,80.0,L8,L7,0.039,0.0,0.0,0.0,0.203,0.069,0.0,0.004,0.684,0.0,L8,L3,L7
33.0,100.0,16.0,78.0,0.0,52.0,18.0,31.0,58.0,29.0,98.0,34.0,100.0,25.0,100.0,0.0,L4,L4,0.001,0.115,0.0,0.8390000000000001,0.038,0.001,0.001,0.001,0.0,0.004,L4,L4,L4
100.0,83.0,64.0,100.0,50.0,65.0,75.0,26.0,35.0,0.0,0.0,22.0,46.0,53.0,100.0,78.0,L8,L8,0.858,0.040999999999999995,0.0,0.0,0.004,0.001,0.016,0.008,0.073,0.0,L8,L8,L8
18.0,100.0,23.0,69.0,57.0,39.0,29.0,0.0,0.0,27.0,0.0,75.0,40.0,94.0,100.0,99.0,L5,L5,0.122,0.062,0.0,0.005,0.003,0.006,0.794,0.0,0.008,0.0,L5,L5,L5
7.0,72.0,34.0,100.0,79.0,95.0,67.0,61.0,33.0,33.0,0.0,5.0,48.0,0.0,100.0,1.0,L2,L2,0.001,0.759,0.21100000000000002,0.002,0.0,0.0,0.003,0.001,0.013999999999999999,0.009000000000000001,L2,L1,L1
49.0,97.0,77.0,100.0,79.0,60.0,47.0,28.0,0.0,11.0,8.0,24.0,58.0,14.0,100.0,0.0,L2,L2,0.008,0.9640000000000001,0.001,0.0,0.006999999999999999,0.0,0.011000000000000001,0.0,0.008,0.0,L2,L2,L2
37.0,100.0,8.0,78.0,0.0,39.0,18.0,4.0,59.0,0.0,91.0,26.0,100.0,64.0,72.0,92.0,L0,L0,0.01,0.0,0.0,0.004,0.033,0.94,0.005,0.0,0.008,0.0,L8,L0,L0
37.0,78.0,79.0,100.0,89.0,68.0,60.0,36.0,16.0,13.0,0.0,22.0,56.0,22.0,100.0,0.0,L2,L2,0.006,0.9420000000000001,0.02,0.0,0.001,0.0,0.006999999999999999,0.001,0.023,0.0,L2,L2,L2
0.0,100.0,53.0,95.0,80.0,66.0,69.0,30.0,66.0,0.0,100.0,30.0,61.0,36.0,7.0,39.0,L7,L7,0.0,0.001,0.0,0.0,0.057999999999999996,0.028999999999999998,0.003,0.0,0.759,0.14800000000000002,L8,L3,L7
60.0,100.0,33.0,83.0,0.0,49.0,8.0,11.0,68.0,0.0,100.0,30.0,48.0,38.0,32.0,5.0,L6,L6,0.001,0.002,0.0,0.065,0.9109999999999999,0.012,0.002,0.0,0.003,0.003,L6,L6,L6
59.0,63.0,97.0,88.0,100.0,100.0,89.0,66.0,78.0,30.0,55.0,0.0,0.0,3.0,80.0,2.0,L1,L1,0.002,0.006,0.733,0.0,0.0,0.0,0.0,0.008,0.25,0.0,L1,L7,L7
12.0,73.0,29.0,100.0,70.0,87.0,51.0,53.0,13.0,28.0,0.0,4.0,50.0,0.0,100.0,0.0,L2,L2,0.001,0.945,0.026000000000000002,0.001,0.0,0.0,0.006999999999999999,0.0,0.015,0.005,L2,L1,L2
12.0,76.0,27.0,98.0,45.0,48.0,28.0,0.0,0.0,14.0,54.0,56.0,100.0,100.0,30.0,96.0,L8,L0,0.063,0.0,0.0,0.0,0.006999999999999999,0.789,0.115,0.0,0.025,0.0,L8,L8,L8
30.0,85.0,20.0,66.0,74.0,38.0,46.0,0.0,0.0,17.0,0.0,65.0,31.0,100.0,100.0,98.0,L5,L5,0.13699999999999998,0.1,0.0,0.002,0.003,0.004,0.73,0.0,0.025,0.0,L8,L5,L5
11.0,100.0,7.0,95.0,0.0,73.0,11.0,51.0,71.0,50.0,100.0,44.0,85.0,22.0,78.0,0.0,L4,L4,0.0,0.008,0.0,0.966,0.006999999999999999,0.006999999999999999,0.001,0.001,0.0,0.01,L4,L4,L4
7.0,54.0,8.0,14.0,56.0,0.0,99.0,24.0,100.0,68.0,63.0,100.0,12.0,97.0,0.0,56.0,L0,L0,0.013000000000000001,0.0,0.109,0.001,0.0,0.649,0.14,0.0,0.08900000000000001,0.0,L0,L0,L0
17.0,67.0,55.0,93.0,71.0,100.0,61.0,56.0,48.0,13.0,0.0,1.0,37.0,0.0,100.0,0.0,L1,L1,0.0,0.031,0.935,0.001,0.0,0.0,0.002,0.001,0.027000000000000003,0.002,L1,L1,L1
2.0,65.0,29.0,35.0,46.0,2.0,12.0,0.0,0.0,41.0,18.0,73.0,58.0,88.0,100.0,100.0,L5,L5,0.013999999999999999,0.008,0.002,0.001,0.001,0.023,0.938,0.0,0.013000000000000001,0.0,L8,L5,L5
61.0,90.0,67.0,61.0,99.0,100.0,9.0,71.0,17.0,56.0,0.0,0.0,100.0,25.0,17.0,61.0,L8,L2,0.001,0.419,0.127,0.0,0.017,0.0,0.019,0.001,0.35100000000000003,0.065,L8,L8,L8
12.0,69.0,26.0,99.0,79.0,100.0,70.0,73.0,79.0,49.0,100.0,15.0,53.0,0.0,0.0,12.0,L3,L3,0.0,0.001,0.002,0.005,0.001,0.001,0.0,0.0,0.011000000000000001,0.978,L3,L3,L3
0.0,54.0,27.0,64.0,63.0,83.0,100.0,100.0,97.0,78.0,81.0,53.0,68.0,26.0,63.0,0.0,L1,L1,0.001,0.004,0.927,0.035,0.0,0.003,0.013999999999999999,0.009000000000000001,0.0,0.006999999999999999,L1,L1,L1
1.0,68.0,4.0,100.0,55.0,77.0,55.0,31.0,7.0,2.0,0.0,6.0,60.0,0.0,100.0,19.0,L2,L2,0.001,0.9440000000000001,0.001,0.003,0.008,0.0,0.027999999999999997,0.0,0.012,0.003,L2,L2,L2
49.0,95.0,82.0,100.0,68.0,68.0,73.0,66.0,100.0,41.0,74.0,12.0,29.0,0.0,0.0,21.0,L3,L3,0.0,0.002,0.001,0.005,0.008,0.001,0.0,0.01,0.10800000000000001,0.865,L3,L3,L3
47.0,100.0,17.0,68.0,0.0,34.0,9.0,0.0,71.0,18.0,97.0,51.0,100.0,86.0,48.0,95.0,L0,L0,0.008,0.0,0.0,0.006,0.011000000000000001,0.961,0.009000000000000001,0.0,0.005,0.0,L0,L0,L0
22.0,89.0,0.0,55.0,39.0,47.0,43.0,4.0,6.0,0.0,16.0,56.0,39.0,100.0,100.0,98.0,L5,L5,0.068,0.018000000000000002,0.001,0.003,0.002,0.013000000000000001,0.878,0.0,0.016,0.0,L8,L5,L5
54.0,63.0,45.0,100.0,1.0,53.0,11.0,0.0,75.0,18.0,100.0,74.0,44.0,98.0,0.0,54.0,L0,L0,0.128,0.0,0.001,0.015,0.036000000000000004,0.784,0.004,0.006999999999999999,0.026000000000000002,0.0,L5,L0,L0
18.0,91.0,0.0,48.0,22.0,6.0,66.0,0.0,100.0,30.0,91.0,76.0,52.0,100.0,16.0,76.0,L0,L0,0.004,0.0,0.0,0.003,0.003,0.966,0.012,0.0,0.012,0.0,L0,L0,L0
29.0,100.0,0.0,77.0,0.0,53.0,75.0,44.0,100.0,63.0,72.0,51.0,73.0,25.0,67.0,0.0,L4,L4,0.001,0.005,0.002,0.9390000000000001,0.0,0.013000000000000001,0.001,0.019,0.0,0.02,L4,L4,L4
22.0,100.0,0.0,70.0,28.0,44.0,83.0,47.0,100.0,79.0,71.0,61.0,45.0,30.0,19.0,0.0,L4,L4,0.0,0.003,0.002,0.5710000000000001,0.0,0.01,0.002,0.001,0.0,0.409,L4,L4,L4
36.0,90.0,34.0,65.0,77.0,32.0,40.0,0.0,13.0,30.0,0.0,72.0,24.0,100.0,100.0,93.0,L5,L5,0.201,0.068,0.0,0.003,0.003,0.004,0.708,0.0,0.013000000000000001,0.0,L8,L5,L5
34.0,67.0,98.0,74.0,100.0,100.0,32.0,90.0,0.0,63.0,69.0,65.0,85.0,41.0,64.0,0.0,L9,L2,0.005,0.8909999999999999,0.084,0.002,0.0,0.0,0.002,0.013999999999999999,0.001,0.0,L1,L8,L8
62.0,98.0,22.0,72.0,0.0,29.0,28.0,0.0,77.0,15.0,100.0,57.0,86.0,100.0,37.0,97.0,L0,L0,0.024,0.0,0.0,0.006,0.018000000000000002,0.9309999999999999,0.01,0.0,0.009000000000000001,0.0,L0,L0,L0
62.0,87.0,41.0,63.0,100.0,100.0,22.0,72.0,8.0,41.0,30.0,0.0,93.0,42.0,0.0,34.0,L8,L6,0.001,0.34600000000000003,0.003,0.0,0.433,0.0,0.016,0.0,0.161,0.039,L8,L6,L8
67.0,99.0,0.0,95.0,29.0,61.0,100.0,36.0,87.0,0.0,43.0,21.0,70.0,60.0,83.0,100.0,L8,L8,0.613,0.003,0.0,0.005,0.006999999999999999,0.32299999999999995,0.005,0.004,0.04,0.0,L8,L8,L8
0.0,88.0,65.0,55.0,100.0,16.0,45.0,0.0,43.0,40.0,90.0,77.0,68.0,100.0,8.0,69.0,L8,L0,0.004,0.0,0.001,0.0,0.001,0.625,0.185,0.0,0.183,0.0,L5,L0,L0
36.0,90.0,84.0,100.0,100.0,75.0,62.0,51.0,82.0,45.0,85.0,13.0,38.0,0.0,0.0,19.0,L3,L3,0.0,0.005,0.001,0.002,0.003,0.0,0.0,0.001,0.095,0.894,L3,L3,L3
88.0,100.0,48.0,83.0,16.0,59.0,0.0,31.0,50.0,28.0,100.0,45.0,75.0,27.0,62.0,0.0,L4,L6,0.002,0.38,0.0,0.066,0.547,0.0,0.0,0.003,0.0,0.001,L6,L6,L4
0.0,59.0,16.0,73.0,77.0,95.0,100.0,100.0,70.0,75.0,45.0,50.0,25.0,25.0,34.0,0.0,L1,L1,0.0,0.016,0.852,0.048,0.0,0.0,0.024,0.0,0.001,0.059000000000000004,L1,L1,L1
88.0,100.0,48.0,94.0,59.0,69.0,100.0,85.0,90.0,56.0,80.0,23.0,46.0,0.0,0.0,12.0,L9,L9,0.002,0.019,0.0,0.015,0.016,0.002,0.0,0.784,0.017,0.14400000000000002,L3,L9,L9
80.0,78.0,32.0,100.0,16.0,68.0,81.0,71.0,100.0,71.0,100.0,35.0,68.0,4.0,0.0,0.0,L9,L9,0.006,0.006,0.002,0.033,0.001,0.002,0.0,0.9440000000000001,0.001,0.005,L9,L9,L9
88.0,88.0,53.0,78.0,100.0,40.0,91.0,0.0,0.0,1.0,5.0,39.0,57.0,76.0,18.0,100.0,L8,L7,0.322,0.013000000000000001,0.0,0.0,0.01,0.001,0.015,0.0,0.639,0.0,L8,L8,L8
100.0,94.0,58.0,100.0,15.0,70.0,0.0,34.0,28.0,1.0,97.0,0.0,91.0,28.0,31.0,21.0,L6,L6,0.006,0.011000000000000001,0.0,0.0,0.973,0.0,0.0,0.001,0.008,0.0,L6,L6,L6
27.0,100.0,8.0,56.0,57.0,41.0,20.0,0.0,0.0,24.0,18.0,85.0,48.0,97.0,100.0,94.0,L5,L5,0.091,0.040999999999999995,0.0,0.006999999999999999,0.003,0.01,0.846,0.0,0.003,0.0,L5,L5,L5
42.0,90.0,74.0,100.0,100.0,87.0,70.0,70.0,46.0,50.0,56.0,19.0,35.0,0.0,0.0,5.0,L3,L3,0.0,0.044000000000000004,0.004,0.0,0.004,0.0,0.0,0.002,0.087,0.858,L3,L3,L3
28.0,100.0,0.0,80.0,25.0,53.0,96.0,46.0,100.0,74.0,71.0,66.0,43.0,33.0,28.0,0.0,L4,L4,0.0,0.006,0.001,0.8740000000000001,0.0,0.013999999999999999,0.001,0.017,0.0,0.086,L4,L4,L4
22.0,71.0,41.0,100.0,51.0,93.0,46.0,54.0,40.0,15.0,0.0,1.0,46.0,2.0,100.0,0.0,L1,L1,0.001,0.14400000000000002,0.831,0.001,0.0,0.0,0.003,0.001,0.017,0.002,L2,L1,L1
48.0,100.0,31.0,76.0,85.0,88.0,17.0,98.0,65.0,71.0,100.0,38.0,68.0,6.0,0.0,0.0,L9,L3,0.0,0.002,0.0,0.012,0.004,0.001,0.0,0.0,0.001,0.9790000000000001,L3,L3,L5
20.0,100.0,13.0,72.0,0.0,43.0,29.0,26.0,88.0,28.0,100.0,45.0,68.0,29.0,69.0,0.0,L4,L4,0.0,0.004,0.0,0.956,0.013999999999999999,0.013000000000000001,0.002,0.0,0.0,0.011000000000000001,L4,L4,L4
38.0,100.0,27.0,89.0,8.0,67.0,0.0,44.0,40.0,32.0,100.0,41.0,83.0,22.0,81.0,0.0,L4,L4,0.0,0.24100000000000002,0.0,0.5770000000000001,0.175,0.0,0.0,0.001,0.0,0.005,L1,L4,L4
33.0,93.0,84.0,100.0,90.0,78.0,46.0,59.0,94.0,47.0,100.0,18.0,56.0,1.0,0.0,0.0,L3,L3,0.0,0.004,0.001,0.008,0.005,0.0,0.0,0.001,0.018000000000000002,0.963,L3,L3,L3
14.0,86.0,0.0,75.0,1.0,29.0,40.0,0.0,94.0,10.0,100.0,53.0,62.0,86.0,9.0,100.0,L0,L0,0.003,0.0,0.0,0.003,0.004,0.975,0.005,0.0,0.01,0.0,L0,L0,L0
59.0,100.0,37.0,69.0,0.0,34.0,46.0,33.0,100.0,38.0,81.0,51.0,63.0,43.0,46.0,0.0,L4,L4,0.001,0.002,0.002,0.94,0.025,0.021,0.001,0.006,0.0,0.003,L4,L4,L4
0.0,76.0,42.0,100.0,66.0,75.0,46.0,38.0,43.0,0.0,22.0,19.0,45.0,36.0,100.0,39.0,L7,L7,0.005,0.073,0.311,0.008,0.002,0.001,0.213,0.0,0.384,0.002,L8,L1,L1
53.0,100.0,25.0,70.0,0.0,39.0,50.0,34.0,100.0,42.0,85.0,64.0,77.0,32.0,80.0,0.0,L4,L4,0.002,0.006999999999999999,0.001,0.9520000000000001,0.003,0.013999999999999999,0.001,0.017,0.0,0.002,L4,L4,L4
18.0,83.0,53.0,100.0,67.0,75.0,43.0,47.0,12.0,22.0,0.0,0.0,50.0,11.0,100.0,22.0,L2,L2,0.001,0.9490000000000001,0.012,0.0,0.001,0.0,0.005,0.0,0.031,0.001,L2,L2,L1
0.0,62.0,32.0,73.0,69.0,91.0,100.0,100.0,80.0,75.0,59.0,51.0,39.0,26.0,27.0,0.0,L1,L1,0.0,0.004,0.867,0.033,0.0,0.0,0.01,0.001,0.001,0.084,L1,L3,L1
0.0,53.0,36.0,77.0,82.0,99.0,100.0,100.0,73.0,75.0,39.0,50.0,9.0,25.0,3.0,0.0,L1,L1,0.0,0.001,0.919,0.003,0.0,0.0,0.006,0.0,0.004,0.066,L1,L1,L1
60.0,91.0,14.0,80.0,50.0,59.0,56.0,7.0,0.0,0.0,4.0,45.0,41.0,91.0,100.0,100.0,L5,L8,0.626,0.159,0.0,0.0,0.006999999999999999,0.001,0.19,0.0,0.017,0.0,L8,L5,L5
4.0,88.0,0.0,43.0,25.0,4.0,70.0,0.0,100.0,35.0,94.0,79.0,53.0,100.0,8.0,86.0,L0,L0,0.003,0.0,0.0,0.002,0.002,0.9540000000000001,0.013000000000000001,0.0,0.026000000000000002,0.0,L0,L0,L0
39.0,89.0,37.0,59.0,65.0,29.0,24.0,0.0,6.0,37.0,0.0,80.0,38.0,100.0,100.0,98.0,L5,L5,0.23,0.023,0.0,0.003,0.002,0.006,0.73,0.0,0.004,0.0,L5,L5,L5
39.0,88.0,82.0,100.0,100.0,68.0,68.0,34.0,34.0,0.0,16.0,10.0,0.0,45.0,78.0,50.0,L7,L7,0.033,0.057,0.001,0.0,0.016,0.0,0.036000000000000004,0.0,0.856,0.0,L8,L2,L7
32.0,86.0,0.0,61.0,10.0,4.0,57.0,0.0,100.0,30.0,97.0,87.0,50.0,100.0,4.0,87.0,L0,L0,0.006999999999999999,0.0,0.0,0.006,0.004,0.9670000000000001,0.009000000000000001,0.0,0.006,0.0,L0,L0,L0
69.0,98.0,53.0,83.0,85.0,98.0,46.0,100.0,81.0,65.0,100.0,27.0,42.0,11.0,0.0,0.0,L9,L3,0.0,0.006,0.001,0.013999999999999999,0.023,0.001,0.0,0.038,0.006999999999999999,0.909,L3,L3,L5
24.0,68.0,38.0,85.0,100.0,100.0,85.0,80.0,56.0,61.0,29.0,41.0,6.0,20.0,0.0,0.0,L1,L1,0.0,0.006999999999999999,0.823,0.002,0.0,0.0,0.003,0.0,0.018000000000000002,0.147,L1,L1,L1
22.0,100.0,66.0,50.0,100.0,94.0,45.0,95.0,5.0,41.0,58.0,0.0,78.0,42.0,0.0,46.0,L8,L7,0.0,0.11900000000000001,0.013999999999999999,0.0,0.040999999999999995,0.001,0.024,0.0,0.41600000000000004,0.384,L8,L8,L8
100.0,96.0,44.0,75.0,22.0,100.0,77.0,99.0,91.0,65.0,93.0,29.0,67.0,0.0,0.0,12.0,L9,L9,0.003,0.003,0.002,0.004,0.002,0.0,0.0,0.981,0.002,0.003,L3,L9,L9
53.0,93.0,96.0,100.0,99.0,76.0,65.0,55.0,79.0,36.0,100.0,14.0,54.0,0.0,0.0,0.0,L3,L3,0.0,0.008,0.001,0.001,0.006999999999999999,0.0,0.0,0.012,0.08,0.89,L3,L3,L3
35.0,78.0,48.0,100.0,76.0,78.0,57.0,41.0,24.0,11.0,0.0,8.0,50.0,7.0,100.0,0.0,L2,L2,0.003,0.95,0.018000000000000002,0.0,0.001,0.0,0.006999999999999999,0.0,0.021,0.001,L2,L2,L1
29.0,100.0,25.0,73.0,0.0,37.0,48.0,32.0,100.0,32.0,84.0,68.0,60.0,39.0,43.0,0.0,L4,L4,0.001,0.001,0.002,0.953,0.01,0.026000000000000002,0.002,0.002,0.0,0.003,L4,L4,L4
27.0,82.0,58.0,100.0,73.0,83.0,68.0,53.0,100.0,34.0,76.0,8.0,38.0,0.0,0.0,5.0,L3,L3,0.0,0.003,0.009000000000000001,0.017,0.004,0.0,0.0,0.001,0.035,0.93,L3,L3,L3
100.0,93.0,62.0,77.0,0.0,61.0,13.0,88.0,76.0,100.0,94.0,67.0,72.0,33.0,46.0,0.0,L9,L9,0.006,0.006999999999999999,0.013000000000000001,0.077,0.001,0.001,0.0,0.894,0.0,0.0,L5,L9,L9
11.0,80.0,10.0,25.0,46.0,0.0,87.0,11.0,100.0,61.0,69.0,97.0,26.0,100.0,0.0,61.0,L0,L0,0.006,0.0,0.002,0.001,0.0,0.8809999999999999,0.07,0.0,0.04,0.0,L0,L0,L0
41.0,81.0,48.0,100.0,67.0,71.0,50.0,36.0,0.0,26.0,29.0,19.0,72.0,0.0,100.0,31.0,L2,L2,0.006999999999999999,0.975,0.001,0.0,0.004,0.0,0.008,0.0,0.005,0.0,L8,L2,L2
0.0,79.0,21.0,100.0,31.0,68.0,22.0,34.0,7.0,2.0,34.0,0.0,69.0,8.0,100.0,11.0,L2,L2,0.001,0.9390000000000001,0.002,0.003,0.015,0.0,0.018000000000000002,0.0,0.016,0.006,L2,L2,L2
36.0,53.0,100.0,82.0,55.0,100.0,2.0,69.0,36.0,34.0,74.0,0.0,0.0,14.0,62.0,44.0,L8,L1,0.001,0.0,0.946,0.0,0.0,0.0,0.001,0.004,0.047,0.0,L8,L6,L6
0.0,72.0,32.0,91.0,77.0,100.0,100.0,88.0,87.0,45.0,75.0,0.0,61.0,15.0,89.0,34.0,L7,L1,0.002,0.124,0.46299999999999997,0.008,0.0,0.002,0.025,0.006,0.111,0.258,L8,L1,L2
73.0,78.0,10.0,73.0,60.0,35.0,43.0,0.0,0.0,25.0,57.0,62.0,100.0,100.0,20.0,96.0,L8,L0,0.354,0.001,0.0,0.0,0.033,0.5660000000000001,0.023,0.001,0.022000000000000002,0.0,L8,L8,L8
67.0,100.0,18.0,81.0,44.0,39.0,35.0,0.0,0.0,28.0,53.0,57.0,100.0,88.0,42.0,94.0,L8,L8,0.523,0.01,0.0,0.002,0.122,0.299,0.031,0.001,0.011000000000000001,0.0,L8,L8,L8
33.0,66.0,72.0,86.0,100.0,100.0,76.0,71.0,70.0,40.0,55.0,10.0,0.0,0.0,13.0,6.0,L1,L1,0.0,0.004,0.789,0.001,0.0,0.0,0.001,0.001,0.092,0.11199999999999999,L1,L3,L1
76.0,97.0,64.0,62.0,100.0,15.0,14.0,0.0,0.0,35.0,90.0,59.0,98.0,100.0,0.0,98.0,L8,L0,0.05,0.0,0.0,0.0,0.204,0.624,0.005,0.001,0.11599999999999999,0.0,L8,L0,L8
36.0,60.0,40.0,100.0,57.0,68.0,36.0,29.0,0.0,3.0,15.0,8.0,59.0,0.0,100.0,10.0,L2,L2,0.005,0.953,0.004,0.0,0.009000000000000001,0.0,0.009000000000000001,0.0,0.02,0.0,L2,L2,L2
26.0,81.0,67.0,100.0,82.0,80.0,53.0,54.0,77.0,40.0,100.0,18.0,56.0,0.0,0.0,1.0,L3,L3,0.0,0.005,0.001,0.006,0.004,0.0,0.0,0.001,0.023,0.96,L3,L3,L3
57.0,96.0,100.0,100.0,81.0,95.0,40.0,85.0,30.0,60.0,57.0,32.0,40.0,3.0,0.0,0.0,L5,L9,0.003,0.092,0.012,0.006,0.159,0.0,0.0,0.38299999999999995,0.092,0.252,L3,L5,L5
35.0,100.0,0.0,74.0,1.0,45.0,68.0,36.0,100.0,58.0,88.0,54.0,79.0,24.0,72.0,0.0,L4,L4,0.001,0.009000000000000001,0.0,0.9490000000000001,0.001,0.013999999999999999,0.001,0.012,0.0,0.012,L4,L4,L4
40.0,88.0,78.0,100.0,71.0,66.0,68.0,61.0,100.0,39.0,70.0,7.0,19.0,0.0,0.0,27.0,L3,L3,0.0,0.001,0.002,0.005,0.005,0.001,0.0,0.002,0.16899999999999998,0.816,L3,L3,L3
44.0,77.0,19.0,50.0,39.0,19.0,0.0,0.0,8.0,31.0,19.0,66.0,57.0,87.0,100.0,100.0,L5,L5,0.077,0.008,0.0,0.005,0.002,0.02,0.885,0.0,0.002,0.0,L8,L5,L5
